q_str,t_str,a_str
采购价差是什么意思？,<triple id=702> 采购价差	含义	采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。,<answer id=702> 采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。
采购价差代表什么？,<triple id=703> 采购价差	含义	采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。,<answer id=703> 采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。
怎么解释采购价差？,<triple id=705> 采购价差	含义	采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。,<answer id=705> 采购价差折扣指根据与客户的销售合同约定货款后结算，向客户收取或给予客户的货款折扣；系统新增的采购价差折扣为销售资源对应的采购结算金额与采购入库金额差值。
采购价差属于什么类别？,<triple id=708> 采购价差	类型	业务类,<answer id=708> 业务类
采购价差的类型是什么？,<triple id=709> 采购价差	类型	业务类,<answer id=709> 业务类
采购价差的类别是什么？,<triple id=710> 采购价差	类型	业务类,<answer id=710> 业务类
返利返差的定义是什么？,<triple id=712> 返利返差	含义	返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。,<answer id=712> 返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。
返利返差是什么意思？,<triple id=713> 返利返差	含义	返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。,<answer id=713> 返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。
返利返差代表什么？,<triple id=714> 返利返差	含义	返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。,<answer id=714> 返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。
返利返差指什么？,<triple id=715> 返利返差	含义	返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。,<answer id=715> 返利返差折扣指根据与客户的销售合同约定，定期给予客户的结算优惠。
返利返差的类型是什么？,<triple id=720> 返利返差	类型	业务类,<answer id=720> 业务类
返利返差的类别是什么？,<triple id=721> 返利返差	类型	业务类,<answer id=721> 业务类
定金的含义是什么？,<triple id=722> 定金	含义	订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。,<answer id=722> 订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。
定金的定义是什么？,<triple id=723> 定金	含义	订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。,<answer id=723> 订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。
定金是什么意思？,<triple id=724> 定金	含义	订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。,<answer id=724> 订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。
定金指什么？,<triple id=726> 定金	含义	订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。,<answer id=726> 订立合同的双发可以自由约定定金的数额，但是最高不能超过主合同标的额的百分之二十，超过部分不具有定金的效力。在我国的合同的订立过程中，当事人可以约定一方向对方给付定金作为债权的担保。定金合同自实际交付定金时成立。
定金属于什么类型？,<triple id=729> 定金	类型	业务类,<answer id=729> 业务类
定金属于什么类别？,<triple id=730> 定金	类型	业务类,<answer id=730> 业务类
定金的类型是什么？,<triple id=731> 定金	类型	业务类,<answer id=731> 业务类
定金的类别是什么？,<triple id=732> 定金	类型	业务类,<answer id=732> 业务类
厂内交货价的含义是什么？,<triple id=733> 厂内交货价	含义	指钢厂或合同供方在钢厂内指定地点或仓库将货物交给合同需方处置即完成交货。合同价格是否含厂内吊费按双方合同约定。,<answer id=733> 指钢厂或合同供方在钢厂内指定地点或仓库将货物交给合同需方处置即完成交货。合同价格是否含厂内吊费按双方合同约定。
厂内交货价代表什么？,<triple id=736> 厂内交货价	含义	指钢厂或合同供方在钢厂内指定地点或仓库将货物交给合同需方处置即完成交货。合同价格是否含厂内吊费按双方合同约定。,<answer id=736> 指钢厂或合同供方在钢厂内指定地点或仓库将货物交给合同需方处置即完成交货。合同价格是否含厂内吊费按双方合同约定。
厂内交货价属于什么类别？,<triple id=741> 厂内交货价	类型	业务类,<answer id=741> 业务类
厂内交货价的类型是什么？,<triple id=742> 厂内交货价	类型	业务类,<answer id=742> 业务类
后结算代表什么？,<triple id=747> 后结算	含义	指不以当前合同价格（合同预付款价格）作为结算价格，而以双方按合同约定方式另行确认的价格作为实际结算价格的结算方式。,<answer id=747> 指不以当前合同价格（合同预付款价格）作为结算价格，而以双方按合同约定方式另行确认的价格作为实际结算价格的结算方式。
